date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Oct09_2020-23,login1,49,469.17,333,21.1,65,826,0m0.004s,0m4.014s,875
Oct30_2020-00,login2,59,434.37,262,35.0,111,849,0m0.005s,0m3.855s,878
Oct30_2020-01,login2,53,433.8,250,21.1,120,816,0m0.005s,0m3.878s,877
Oct30_2020-02,login2,50,433.2,245,15.8,111,788,0m0.005s,0m3.880s,877
Oct30_2020-03,login2,46,432.74,233,26.4,107,787,0m0.005s,0m3.948s,877
Oct30_2020-04,login2,45,438.46,247,394.8,109,757,0m0.005s,0m3.896s,877
Oct30_2020-05,login2,44,434.41,226,10.5,105,738,0m0.005s,0m3.853s,877
Oct30_2020-06,login2,45,434.37,230,121.1,96,727,0m0.005s,0m3.864s,878
Oct30_2020-07,login2,46,434.12,222,72.2,74,723,0m0.005s,0m3.864s,878
Oct30_2020-08,login2,46,435.4,229,131.6,76,677,0m0.005s,0m3.889s,878
Oct30_2020-09,login2,49,442.47,240,215.9,91,718,0m0.006s,0m3.922s,878
Oct30_2020-10,login2,54,444.46,291,747.5,98,701,0m0.007s,0m4.111s,878
Oct30_2020-11,login2,60,449.33,275,84.3,125,792,0m0.005s,0m3.888s,878
Oct30_2020-12,login2,68,452.83,304,20.0,160,843,0m0.005s,0m3.858s,878
Oct30_2020-13,login2,74,456.2,339,21.1,172,863,0m0.005s,0m4.692s,878
Oct30_2020-14,login2,77,465.03,364,1115.8,128,892,0m0.005s,0m4.316s,880
Oct30_2020-15,login2,83,464.44,338,321.1,94,832,0m0.005s,0m4.199s,879
Oct30_2020-16,login2,74,464.52,319,115.0,110,806,0m0.007s,0m3.872s,880
Oct30_2020-17,login2,66,468.59,311,421.1,104,816,0m0.005s,0m3.892s,880
Oct30_2020-18,login2,65,465.85,309,180.0,89,790,0m0.007s,0m3.915s,879
Oct30_2020-19,login2,66,467.83,300,136.9,107,880,0m0.007s,0m4.986s,879
Oct30_2020-20,login2,61,467.59,285,120.0,117,1028,0m0.005s,0m3.915s,880
Oct30_2020-21,login2,57,468.59,280,260.0,123,950,0m0.005s,0m3.918s,880
Oct30_2020-22,login2,53,475.11,267,258.0,112,930,0m0.007s,0m3.880s,879
Oct30_2020-23,login2,48,477.41,251,73.7,113,924,0m0.005s,0m3.912s,879
Oct12_2020-00,login2,57,494.62,702,85.8,92,903,0m0.004s,0m3.886s,872
Oct12_2020-01,login2,55,501.59,696,42.9,97,858,0m0.004s,0m3.875s,872
Oct12_2020-02,login2,55,502.47,694,20.0,95,894,0m0.004s,0m3.905s,872
Oct12_2020-03,login2,54,506.24,695,35.0,108,873,0m0.004s,0m3.881s,871
Oct12_2020-04,login2,52,505.33,689,52.4,110,791,0m0.004s,0m3.898s,871
Oct12_2020-05,login2,49,502.64,669,23.8,84,730,0m0.004s,0m3.904s,871
Oct12_2020-06,login2,49,503.26,669,33.3,81,678,0m0.004s,0m3.877s,872
Oct12_2020-07,login2,47,502.92,662,35.0,80,657,0m0.004s,0m3.920s,872
Oct12_2020-08,login2,52,502.09,679,40.0,93,686,0m0.004s,0m3.997s,872
Oct12_2020-09,login2,59,505.47,707,23.8,102,783,0m0.004s,0m3.945s,872
Oct12_2020-10,login2,63,505.34,714,35.0,109,836,0m0.004s,0m3.899s,874
Oct12_2020-11,login2,75,500.76,759,33.4,131,851,0m0.004s,0m3.869s,873
Oct12_2020-12,login2,88,499.13,796,52.4,141,1206,0m0.004s,0m3.862s,873
Oct12_2020-13,login2,96,495.99,810,133.4,191,1309,0m0.004s,0m4.036s,873
Oct12_2020-14,login2,96,492.3,816,119.1,201,1266,0m0.004s,0m3.911s,874
Oct12_2020-15,login2,95,484.45,824,99.8,245,1399,0m0.005s,0m4.164s,875
Oct12_2020-16,login2,103,491.87,843,147.7,159,1411,0m0.004s,0m3.901s,876
Oct12_2020-17,login2,104,485.48,832,133.3,141,1175,0m0.004s,0m3.904s,876
Oct12_2020-18,login2,102,490.92,821,200.0,116,1192,0m0.004s,0m3.921s,877
Oct12_2020-19,login2,95,498.26,818,157.2,81,1099,0m0.004s,0m3.870s,877
Oct12_2020-20,login2,92,497.19,803,257.2,103,1076,0m0.004s,0m3.954s,877
Oct12_2020-21,login2,92,498.36,818,185.8,97,1011,0m0.004s,0m3.922s,876
Oct12_2020-22,login2,89,501.4,816,866.5,91,1062,0m0.005s,0m3.944s,783
Oct12_2020-23,login2,89,492.04,812,331.9,95,1113,0m0.004s,0m3.992s,783
Oct11_2020-00,login4,56,489.58,1130,40.9,79,982,0m0.003s,0m3.867s,876
Oct11_2020-01,login4,54,491.69,1126,22.7,85,943,0m0.003s,0m4.028s,877
Oct11_2020-02,login4,51,490.78,1111,38.1,74,899,0m0.003s,0m3.899s,877
Oct11_2020-03,login4,49,490.99,1102,28.6,75,802,0m0.004s,0m3.947s,877
Oct11_2020-04,login4,48,490.79,1098,40.8,67,821,0m0.004s,0m3.902s,879
Oct11_2020-05,login4,45,490.4,1090,33.4,62,757,0m0.003s,0m3.947s,879
Oct11_2020-06,login4,46,490.64,1094,33.4,57,738,0m0.003s,0m3.880s,879
Oct11_2020-07,login4,45,490.23,1091,33.4,60,710,0m0.003s,0m4.043s,879
Oct11_2020-08,login4,44,490.1,1089,36.3,64,692,0m0.003s,0m3.859s,879
Oct11_2020-09,login4,45,491.48,1129,168.3,61,678,0m0.004s,0m3.985s,879
Oct11_2020-10,login4,48,492.37,1147,231.8,63,665,0m0.004s,0m4.486s,879
Oct11_2020-11,login4,50,493.05,1128,33.4,53,705,0m0.004s,0m3.921s,878
Oct11_2020-12,login4,50,494.17,1136,22.7,50,796,0m0.004s,0m3.854s,878
Oct11_2020-13,login4,49,494.16,1133,38.2,54,749,0m0.004s,0m6.254s,878
Oct11_2020-14,login4,48,479.83,1152,190.9,64,867,0m0.004s,0m3.871s,875
Oct11_2020-15,login4,48,479.69,1133,36.4,81,949,0m0.004s,0m3.901s,876
Oct11_2020-16,login4,50,480.69,1170,200.1,92,976,0m0.004s,0m3.934s,876
Oct11_2020-17,login4,54,482.21,1172,372.8,105,935,0m0.004s,0m4.033s,876
Oct11_2020-18,login4,53,488.28,1121,122.8,75,886,0m0.004s,0m3.917s,876
Oct11_2020-19,login4,53,489.22,1120,123.8,52,775,0m0.004s,0m3.995s,875
Oct11_2020-20,login4,53,488.58,1115,128.6,68,769,0m0.004s,0m4.030s,875
Oct11_2020-21,login4,50,487.41,1105,127.3,64,813,0m0.004s,0m3.955s,876
Oct11_2020-22,login4,51,488.96,1106,176.2,80,898,0m0.003s,0m4.024s,875
Oct11_2020-23,login4,48,486.97,1109,176.2,85,915,0m0.004s,0m3.958s,875
Oct07_2020-00,login3,71,484.64,512,185.0,143,1439,0m0.006s,0m4.455s,873
Oct07_2020-01,login3,68,484.45,511,175.0,104,1300,0m0.004s,0m3.935s,873
Oct07_2020-02,login3,64,482.93,465,75.0,97,1237,0m0.005s,0m3.909s,874
Oct07_2020-03,login3,62,483.95,424,170.0,83,1184,0m0.005s,0m3.868s,874
Oct07_2020-04,login3,61,483.48,420,131.6,81,1219,0m0.004s,0m3.907s,874
Oct07_2020-05,login3,61,483.55,425,20.0,86,1192,0m0.004s,0m3.872s,875
Oct07_2020-06,login3,59,483.22,423,21.1,85,1191,0m0.004s,0m3.885s,874
Oct07_2020-07,login3,61,484.02,426,115.8,99,1252,0m0.004s,0m3.882s,874
Oct07_2020-08,login3,63,488.91,435,25.0,128,1242,0m0.004s,0m3.918s,874
Oct07_2020-09,login3,73,494.61,460,115.0,131,1249,0m0.004s,0m3.919s,874
Oct07_2020-10,login3,80,500.41,492,145.0,150,1312,0m0.004s,0m3.908s,875
Oct07_2020-11,login3,83,428.52,567,500.0,115,1257,0m0.004s,0m3.961s,875
Oct07_2020-12,login3,88,481.5,550,590.0,95,1261,0m0.004s,0m4.438s,874
Oct07_2020-13,login3,80,482.46,485,220.0,109,1262,0m0.004s,0m3.892s,875
Oct07_2020-14,login3,78,475.07,480,20.0,122,1255,0m0.004s,0m3.836s,876
Oct07_2020-15,login3,91,483.39,560,871.2,125,1722,0m0.004s,0m3.929s,876
Oct07_2020-16,login3,90,482.56,505,130.0,208,1670,0m0.004s,0m3.974s,877
Oct07_2020-17,login3,90,482.71,530,235.0,377,1629,0m0.004s,0m3.908s,875
Oct07_2020-18,login3,93,492.88,539,525.0,464,1582,0m0.004s,0m3.865s,875
Oct07_2020-19,login3,83,500.33,488,130.0,355,1561,0m0.004s,0m3.972s,876
Oct07_2020-20,login3,78,489.61,509,145.0,205,1400,0m0.003s,0m3.900s,877
Oct07_2020-21,login3,78,500.51,548,235.0,153,1238,0m0.003s,0m3.917s,878
Oct07_2020-22,login3,75,499.22,535,131.6,138,1268,0m0.003s,0m3.868s,879
Oct07_2020-23,login3,72,498.56,501,25.0,134,1174,0m0.003s,0m4.063s,879
Oct11_2020-00,login2,61,497.35,701,30.0,81,990,0m0.004s,0m3.976s,872
Oct11_2020-01,login2,59,497.66,697,33.3,86,938,0m0.004s,0m3.878s,873
Oct11_2020-02,login2,56,497.57,684,90.0,75,904,0m0.004s,0m3.866s,873
Oct11_2020-03,login2,56,497.76,681,50.0,75,803,0m0.004s,0m3.916s,873
Oct11_2020-04,login2,55,497.16,678,65.0,69,824,0m0.004s,0m3.910s,875
Oct11_2020-05,login2,52,496.47,672,35.0,64,758,0m0.004s,0m3.866s,875
Oct11_2020-06,login2,53,496.82,676,25.0,58,737,0m0.004s,0m3.878s,875
Oct11_2020-07,login2,53,496.57,677,25.0,60,714,0m0.004s,0m3.877s,875
Oct11_2020-08,login2,52,496.41,677,30.0,65,693,0m0.004s,0m3.895s,875
Oct11_2020-09,login2,53,496.57,679,30.0,60,679,0m0.005s,0m3.867s,875
Oct11_2020-10,login2,53,496.72,688,25.0,64,665,0m0.004s,0m3.883s,875
Oct11_2020-11,login2,55,497.01,697,23.8,55,706,0m0.004s,0m3.883s,874
Oct11_2020-12,login2,56,499.08,701,147.7,51,795,0m0.004s,0m3.918s,874
Oct11_2020-13,login2,57,499.25,709,190.0,56,751,0m0.005s,0m3.953s,874
Oct11_2020-14,login2,55,503.17,690,133.4,62,870,0m0.004s,0m3.903s,873
Oct11_2020-15,login2,56,503.49,692,305.0,83,948,0m0.004s,0m3.929s,874
Oct11_2020-16,login2,58,504.06,695,70.0,94,982,0m0.004s,0m4.437s,874
Oct11_2020-17,login2,58,506.37,699,147.7,103,938,0m0.004s,0m3.906s,874
Oct11_2020-18,login2,58,507.06,709,171.5,76,884,0m0.004s,0m3.913s,874
Oct11_2020-19,login2,60,507.61,821,1583.0,54,780,0m0.004s,0m4.090s,873
Oct11_2020-20,login2,60,500.84,709,105.0,68,765,0m0.004s,0m3.861s,873
Oct11_2020-21,login2,59,499.26,731,452.2,64,811,0m0.004s,0m3.927s,874
Oct11_2020-22,login2,57,493.79,702,170.0,79,899,0m0.004s,0m3.901s,874
Oct11_2020-23,login2,54,493.47,691,105.0,83,916,0m0.004s,0m3.897s,873
Oct27_2020-00,login5,56,398.91,272,15.8,67,796,0m0.004s,0m3.864s,705
Oct27_2020-01,login5,53,399.84,270,105.2,65,758,0m0.004s,0m3.862s,705
Oct27_2020-02,login5,50,400.9,268,115.8,67,756,0m0.004s,0m3.887s,705
Oct27_2020-03,login5,49,400.76,262,126.3,65,716,0m0.004s,0m3.867s,705
Oct27_2020-04,login5,48,400.43,256,121.1,68,709,0m0.004s,0m3.896s,707
Oct27_2020-05,login5,44,399.72,251,78.9,67,731,0m0.004s,0m3.911s,706
Oct27_2020-06,login5,45,399.95,257,79.0,71,716,0m0.004s,0m3.886s,707
Oct27_2020-07,login5,45,401.91,258,84.2,69,699,0m0.004s,0m3.865s,705
Oct27_2020-08,login5,45,404.39,260,84.2,81,795,0m0.004s,0m3.962s,880
Oct27_2020-09,login5,54,406.15,286,89.6,80,829,0m0.004s,0m3.849s,880
Oct27_2020-10,login5,63,409.6,322,160.0,108,905,0m0.004s,0m3.904s,880
Oct27_2020-11,login5,64,411.74,334,437.0,106,936,0m0.004s,0m4.363s,881
Oct27_2020-12,login5,60,413.18,303,242.1,119,971,0m0.005s,0m3.919s,881
Oct27_2020-13,login5,61,416.64,299,226.4,111,950,0m0.004s,0m4.046s,881
Oct27_2020-14,login5,57,420.35,297,284.2,120,997,0m0.004s,0m3.990s,881
Oct27_2020-15,login5,62,434.87,319,279.0,142,1035,0m0.005s,0m3.988s,881
Oct27_2020-16,login5,66,431.7,322,63.2,141,1028,0m0.004s,0m3.889s,883
Oct27_2020-17,login5,69,434.02,327,79.0,126,1067,0m0.004s,0m3.857s,883
Oct27_2020-18,login5,65,433.62,306,68.5,144,1071,0m0.004s,0m3.915s,883
Oct27_2020-19,login5,61,433.48,305,170.0,113,1072,0m0.005s,0m3.988s,881
Oct27_2020-20,login5,59,435.53,351,115.8,116,1072,0m0.005s,0m3.910s,881
Oct27_2020-21,login5,55,437.06,349,79.0,102,1006,0m0.005s,0m4.000s,882
Oct27_2020-22,login5,52,437.55,330,79.0,89,1038,0m0.004s,0m3.872s,883
Oct27_2020-23,login5,50,436.86,319,73.8,88,1025,0m0.004s,0m3.896s,883
Oct15_2020-00,login4,78,522.35,1242,222.7,80,1066,0m0.004s,0m3.901s,702
Oct15_2020-01,login4,72,512.62,1228,140.8,102,1032,0m0.004s,0m4.100s,701
Oct15_2020-02,login4,71,511.53,1192,290.8,75,956,0m0.003s,0m3.870s,701
Oct15_2020-03,login4,68,516.36,1184,128.6,72,937,0m0.004s,0m3.928s,701
Oct15_2020-04,login4,64,512.69,1152,31.8,80,916,0m0.004s,0m4.135s,701
Oct15_2020-05,login4,66,513.18,1159,168.3,76,858,0m0.004s,0m3.885s,701
Oct15_2020-06,login4,66,509.72,1158,150.0,80,852,0m0.004s,0m3.972s,702
Oct15_2020-07,login4,64,509.59,1154,31.8,77,825,0m0.003s,0m3.870s,702
Oct15_2020-08,login4,63,513.51,1162,168.1,73,810,0m0.004s,0m3.890s,876
Oct15_2020-09,login4,72,516.1,1192,27.2,78,791,0m0.004s,0m3.908s,876
Oct15_2020-10,login4,92,521.35,1262,149.9,105,938,0m0.004s,0m4.001s,876
Oct15_2020-11,login4,88,532.73,1265,131.8,134,1002,0m0.004s,0m4.026s,876
Oct15_2020-12,login4,100,538.84,1252,86.3,155,1056,0m0.004s,0m3.910s,876
Oct15_2020-13,login4,106,530.05,1328,646.3,163,1114,0m0.004s,0m4.181s,876
Oct15_2020-14,login4,106,537.13,1303,521.6,222,1282,0m0.004s,0m3.933s,876
Oct15_2020-15,login4,108,530.72,1297,226.1,148,1178,0m0.004s,0m3.899s,876
Oct15_2020-16,login4,105,522.29,1252,145.4,145,1046,0m0.004s,0m3.975s,878
Oct15_2020-17,login4,100,525.54,1260,1530.1,127,978,0m0.003s,0m4.835s,878
Oct15_2020-18,login4,93,517.82,1236,63.7,129,885,0m0.003s,0m3.933s,878
Oct15_2020-19,login4,88,517.96,1214,131.9,123,854,0m0.003s,0m3.914s,878
Oct15_2020-20,login4,85,520.53,1211,163.7,136,1002,0m0.003s,0m3.890s,877
Oct15_2020-21,login4,87,521.12,1214,27.3,189,970,0m0.004s,0m3.894s,876
Oct15_2020-22,login4,83,520.36,1207,36.4,126,922,0m0.003s,0m3.857s,877
Oct15_2020-23,login4,80,518.94,1239,218.3,115,903,0m0.004s,0m3.892s,877
Oct29_2020-00,login1,24,419.5,316,21.1,96,821,0m0.004s,0m3.872s,873
Oct29_2020-01,login1,22,420.8,369,484.2,85,788,0m0.006s,0m4.378s,873
Oct29_2020-02,login1,22,420.01,313,15.8,89,834,0m0.004s,0m3.872s,874
Oct29_2020-03,login1,23,420.4,331,21.1,92,789,0m0.006s,0m4.451s,874
Oct29_2020-04,login1,23,420.55,328,121.1,56,783,0m0.004s,0m3.895s,874
Oct29_2020-05,login1,22,420.06,321,126.4,33,709,0m0.004s,0m3.913s,874
Oct29_2020-06,login1,22,420.07,320,121.1,32,668,0m0.004s,0m3.898s,874
Oct29_2020-07,login1,20,420.28,301,10.5,52,683,0m0.004s,0m3.912s,874
Oct29_2020-08,login1,20,420.55,298,15.8,51,649,0m0.004s,0m3.885s,875
Oct29_2020-09,login1,24,420.89,311,26.3,94,694,0m0.004s,0m4.001s,875
Oct29_2020-10,login1,28,425.79,360,725.0,94,712,0m0.005s,0m3.918s,876
Oct29_2020-11,login1,35,442.55,339,47.4,78,901,0m0.004s,0m3.887s,877
Oct29_2020-12,login1,42,432.25,407,231.6,95,935,0m0.004s,0m3.878s,875
Oct29_2020-13,login1,40,439.81,396,21.1,92,927,0m0.004s,0m4.053s,875
Oct29_2020-14,login1,39,442.32,395,221.1,78,913,0m0.005s,0m3.911s,875
Oct29_2020-15,login1,37,448.65,391,310.5,149,983,0m0.004s,0m3.887s,876
Oct29_2020-16,login1,35,431.68,385,226.4,142,930,0m0.004s,0m3.893s,873
Oct29_2020-17,login1,29,431.3,366,210.0,105,1086,0m0.004s,0m3.935s,874
Oct29_2020-18,login1,25,429.65,347,115.8,77,902,0m0.004s,0m3.957s,875
Oct29_2020-19,login1,23,429.67,340,121.1,116,924,0m0.004s,0m3.878s,875
Oct29_2020-20,login1,23,429.66,339,115.0,97,938,0m0.004s,0m4.018s,875
Oct29_2020-21,login1,23,430.01,327,26.4,102,904,0m0.005s,0m3.883s,874
Oct29_2020-22,login1,23,430.16,328,21.1,111,902,0m0.004s,0m3.854s,875
Oct29_2020-23,login1,23,430.14,326,21.1,108,870,0m0.004s,0m3.866s,876
Oct02_2020-00,login4,63,452.07,767,125.0,113,839,0m0.004s,0m3.925s,790
Oct02_2020-01,login4,54,450.33,745,19.0,107,828,0m0.004s,0m3.878s,791
Oct02_2020-02,login4,55,450.4,755,20.0,105,811,0m0.004s,0m3.870s,791
Oct02_2020-03,login4,53,450.28,743,35.0,95,813,0m0.005s,0m3.908s,791
Oct02_2020-04,login4,55,451.69,755,19.0,100,783,0m0.004s,0m3.868s,791
Oct02_2020-05,login4,54,452.26,761,247.7,94,786,0m0.004s,0m4.010s,877
Oct02_2020-06,login4,51,451.64,732,40.0,91,785,0m0.004s,0m3.936s,877
Oct02_2020-07,login4,50,452.95,756,409.4,90,767,0m0.004s,0m3.864s,877
Oct02_2020-08,login4,52,449.2,740,23.8,97,861,0m0.004s,0m3.953s,877
Oct02_2020-09,login4,58,452.89,752,181.0,101,773,0m0.004s,0m3.881s,877
Oct02_2020-10,login4,67,458.69,803,280.0,115,844,0m0.004s,0m4.073s,877
Oct02_2020-11,login4,70,459.04,810,185.9,132,951,0m0.005s,0m3.900s,876
Oct02_2020-12,login4,77,467.63,864,781.0,138,1108,0m0.007s,0m3.979s,876
Oct02_2020-13,login4,78,484.24,1119,36.2,146,1139,0m0.004s,0m3.897s,878
Oct02_2020-14,login4,80,487.42,1134,63.6,145,1142,0m0.004s,0m3.897s,877
Oct02_2020-15,login4,80,490.57,1156,254.4,139,1194,0m0.004s,0m3.877s,876
Oct02_2020-16,login4,85,488.7,1138,63.7,145,1132,0m0.004s,0m3.873s,876
Oct02_2020-17,login4,84,488.91,1186,299.9,146,1101,0m0.005s,0m4.307s,875
Oct02_2020-18,login4,79,474.43,1091,27.3,148,1036,0m0.004s,0m3.902s,878
Oct02_2020-19,login4,74,485.38,1065,166.7,127,995,0m0.004s,0m4.032s,878
Oct02_2020-20,login4,75,487.23,1113,236.3,117,973,0m0.004s,0m4.108s,877
Oct02_2020-21,login4,70,458.59,1064,36.3,91,961,0m0.004s,0m4.116s,876
Oct02_2020-22,login4,70,459.03,1056,81.8,77,922,0m0.004s,0m3.874s,876
Oct02_2020-23,login4,63,459.56,1039,99.9,77,910,0m0.004s,0m3.959s,876
Oct24_2020-00,login5,46,452.9,181,10.5,68,773,0m0.004s,0m4.314s,874
Oct24_2020-01,login5,44,453.53,177,26.3,102,692,0m0.004s,0m4.704s,874
Oct24_2020-02,login5,38,455.42,167,21.1,86,659,0m0.004s,0m3.888s,875
Oct24_2020-03,login5,36,455.34,161,33.4,72,672,0m0.004s,0m3.877s,875
Oct24_2020-04,login5,35,455.02,156,26.3,89,634,0m0.004s,0m3.932s,875
Oct24_2020-05,login5,35,455.02,156,16.7,50,619,0m0.004s,0m3.894s,874
Oct24_2020-06,login5,36,455.2,161,16.7,31,601,0m0.004s,0m3.879s,874
Oct24_2020-07,login5,36,454.29,160,15.8,47,579,0m0.004s,0m3.881s,874
Oct24_2020-08,login5,36,454.3,158,21.1,46,547,0m0.004s,0m4.274s,876
Oct24_2020-09,login5,37,454.43,159,15.8,45,631,0m0.004s,0m3.923s,876
Oct24_2020-10,login5,39,454.74,169,16.7,47,645,0m0.004s,0m3.906s,877
Oct24_2020-11,login5,44,455.6,183,30.0,66,672,0m0.004s,0m3.925s,878
Oct24_2020-12,login5,44,456.09,185,15.8,69,694,0m0.004s,0m3.885s,878
Oct24_2020-13,login5,45,456.48,189,21.1,59,673,0m0.004s,0m3.872s,878
Oct24_2020-14,login5,45,393.66,183,10.5,76,778,0m0.004s,0m3.906s,877
Oct24_2020-15,login5,47,394.24,186,15.8,80,731,0m0.004s,0m3.850s,878
Oct24_2020-16,login5,48,400.77,203,431.6,71,696,0m0.005s,0m3.910s,877
Oct24_2020-17,login5,46,395.25,194,410.5,58,678,0m0.004s,0m3.936s,878
Oct24_2020-18,login5,44,395.42,176,21.1,57,741,0m0.004s,0m4.023s,878
Oct24_2020-19,login5,45,395.28,178,16.7,90,813,0m0.004s,0m3.859s,877
Oct24_2020-20,login5,48,397.82,195,27.8,106,952,0m0.004s,0m3.863s,877
Oct24_2020-21,login5,47,397.64,192,21.1,111,911,0m0.004s,0m3.874s,877
Oct24_2020-22,login5,48,404.79,197,15.8,89,844,0m0.004s,0m3.897s,880
Oct24_2020-23,login5,47,405.13,191,31.6,75,852,0m0.004s,0m3.908s,880
Oct16_2020-00,login1,56,471.73,419,173.7,110,838,0m0.004s,0m3.956s,874
Oct16_2020-01,login1,55,473.65,404,80.0,130,828,0m0.005s,0m4.002s,874
Oct16_2020-02,login1,52,476.71,397,30.0,101,828,0m0.005s,0m3.909s,874
Oct16_2020-03,login1,52,480.82,403,70.0,84,761,0m0.005s,0m4.250s,874
Oct16_2020-04,login1,47,482.01,385,121.1,81,692,0m0.005s,0m3.991s,874
Oct16_2020-05,login1,48,483.62,385,115.0,83,701,0m0.006s,0m3.919s,874
Oct16_2020-06,login1,46,485.07,408,180.0,84,693,0m0.005s,0m3.911s,874
Oct16_2020-07,login1,47,485.86,369,47.4,68,664,0m0.005s,0m3.926s,873
Oct16_2020-08,login1,51,489.86,378,26.3,76,708,0m0.004s,0m3.902s,874
Oct16_2020-09,login1,64,494.71,418,47.5,116,913,0m0.005s,0m4.035s,875
Oct16_2020-10,login1,73,480.41,489,330.0,101,968,0m0.005s,0m4.070s,874
Oct16_2020-11,login1,85,484.17,517,390.0,117,886,0m0.005s,0m3.997s,874
Oct16_2020-12,login1,92,490.3,552,555.0,140,924,0m0.005s,0m3.880s,874
Oct16_2020-13,login1,99,486.89,524,125.0,136,915,0m0.006s,0m4.140s,873
Oct16_2020-14,login1,98,484.21,597,760.0,145,905,0m0.004s,0m4.070s,873
Oct16_2020-15,login1,99,488.84,592,240.0,148,975,0m0.005s,0m3.982s,875
Oct16_2020-16,login1,98,474.7,537,85.0,139,973,0m0.005s,0m3.914s,875
Oct16_2020-17,login1,89,477.2,538,438.1,141,1101,0m0.005s,0m3.906s,875
Oct16_2020-18,login1,84,488.84,525,452.2,131,1038,0m0.005s,0m4.108s,875
Oct16_2020-19,login1,85,492.69,526,704.8,126,1059,0m0.005s,0m3.950s,875
Oct16_2020-20,login1,80,493.32,491,180.9,207,1004,0m0.004s,0m4.074s,876
Oct16_2020-21,login1,74,485.31,468,140.0,121,1029,0m0.004s,0m4.029s,876
Oct16_2020-22,login1,69,486.65,454,131.6,114,846,0m0.005s,0m3.983s,875
Oct16_2020-23,login1,70,491.81,454,150.0,100,781,0m0.005s,0m4.014s,875
Oct13_2020-00,login2,77,499.94,775,95.2,98,1114,0m0.004s,0m3.902s,783
Oct13_2020-01,login2,73,504.42,779,242.7,89,1100,0m0.004s,0m4.057s,783
Oct13_2020-02,login2,66,506.89,779,900.0,97,1035,0m0.004s,0m3.921s,784
Oct13_2020-03,login2,63,499.32,721,125.0,69,974,0m0.004s,0m3.989s,784
Oct13_2020-04,login2,60,498.26,710,28.6,61,1088,0m0.004s,0m3.869s,784
Oct13_2020-05,login2,58,498.48,704,95.0,66,1055,0m0.004s,0m4.031s,783
Oct13_2020-06,login2,60,499.23,716,35.0,67,1064,0m0.004s,0m3.877s,783
Oct13_2020-07,login2,63,499.76,723,66.6,66,1003,0m0.004s,0m3.844s,781
Oct13_2020-08,login2,66,507.01,737,180.0,65,988,0m0.004s,0m3.958s,875
Oct13_2020-09,login2,70,498.7,760,247.7,75,1036,0m0.004s,0m3.887s,875
Oct13_2020-10,login2,72,498.31,848,1780.0,107,1124,0m0.009s,0m4.333s,876
Oct13_2020-11,login2,82,490.32,823,195.3,107,1163,0m0.005s,0m4.076s,876
Oct13_2020-12,login2,84,498.52,815,176.2,106,1110,0m0.004s,0m4.026s,875
Oct13_2020-13,login2,91,498.33,840,185.7,109,1145,0m0.004s,0m3.926s,876
Oct13_2020-14,login2,96,497.78,878,468.3,119,1140,0m0.004s,0m3.925s,875
Oct13_2020-15,login2,99,491.73,865,262.0,126,1202,0m0.004s,0m3.891s,875
